time,district,rainfall_mm
2019-04-24,Nagpur,0.0
2019-04-25,Nagpur,0.0
2019-04-26,Nagpur,0.0
2019-04-27,Nagpur,0.0
2019-04-28,Nagpur,0.0
2019-04-29,Nagpur,0.0
2019-04-30,Nagpur,0.0
2019-05-01,Nagpur,0.0
2019-05-02,Nagpur,0.0
2019-05-03,Nagpur,0.0
2019-05-04,Nagpur,0.0
2019-05-05,Nagpur,0.0
2019-05-06,Nagpur,0.0
2019-05-07,Nagpur,0.0
2019-05-08,Nagpur,0.0
2019-05-09,Nagpur,0.0
2019-05-10,Nagpur,0.0
2019-05-11,Nagpur,0.0
2019-05-12,Nagpur,0.0
2019-05-13,Nagpur,0.0
2019-05-14,Nagpur,0.0
2019-05-15,Nagpur,0.0
2019-05-16,Nagpur,0.0
2019-05-17,Nagpur,0.0
2019-05-18,Nagpur,0.0
2019-05-19,Nagpur,0.0
2019-05-20,Nagpur,0.0
2019-05-21,Nagpur,0.0
2019-05-22,Nagpur,0.0
2019-05-23,Nagpur,0.0
2019-05-24,Nagpur,0.0
2019-05-25,Nagpur,0.0
2019-05-26,Nagpur,0.0
2019-05-27,Nagpur,0.0
2019-05-28,Nagpur,0.0
2019-05-29,Nagpur,0.0
2019-05-30,Nagpur,0.0
2019-05-31,Nagpur,0.0
2019-06-01,Nagpur,0.0
2019-06-02,Nagpur,0.0
2019-06-03,Nagpur,0.0
2019-06-04,Nagpur,0.0
2019-06-05,Nagpur,0.0
2019-06-06,Nagpur,0.0
2019-06-07,Nagpur,0.0
2019-06-08,Nagpur,0.0
2019-06-09,Nagpur,0.20030133426189423
2019-06-10,Nagpur,0.0
2019-06-11,Nagpur,1.6291173696517944
2019-06-12,Nagpur,0.0
2019-06-13,Nagpur,0.0
2019-06-14,Nagpur,0.0
2019-06-15,Nagpur,0.0
2019-06-16,Nagpur,0.0
2019-06-17,Nagpur,0.0
2019-06-18,Nagpur,0.0
2019-06-19,Nagpur,0.0
2019-06-20,Nagpur,0.0
2019-06-21,Nagpur,0.26706844568252563
2019-06-22,Nagpur,0.0
2019-06-23,Nagpur,2.2967886924743652
2019-06-24,Nagpur,18.938501358032227
2019-06-25,Nagpur,0.0
2019-06-26,Nagpur,0.0
2019-06-27,Nagpur,0.2270081788301468
2019-06-28,Nagpur,0.0
2019-06-29,Nagpur,0.0
2019-06-30,Nagpur,18.494951248168945
2019-07-01,Nagpur,58.36952590942383
2019-07-02,Nagpur,32.28165817260742
2019-07-03,Nagpur,51.641910552978516
2019-07-04,Nagpur,3.842949390411377
2019-07-05,Nagpur,0.2598176598548889
2019-07-06,Nagpur,0.28042182326316833
2019-07-07,Nagpur,2.208167314529419
2019-07-08,Nagpur,0.0
2019-07-09,Nagpur,3.9231038093566895
2019-07-10,Nagpur,2.330327033996582
2019-07-11,Nagpur,0.0
2019-07-12,Nagpur,1.317806601524353
2019-07-13,Nagpur,0.0
2019-07-14,Nagpur,0.0
2019-07-15,Nagpur,0.0
2019-07-16,Nagpur,0.0
2019-07-17,Nagpur,0.0
2019-07-18,Nagpur,0.0
2019-07-19,Nagpur,8.336418151855469
2019-07-20,Nagpur,8.223408699035645
2019-07-21,Nagpur,3.1577906608581543
2019-07-22,Nagpur,0.0
2019-07-23,Nagpur,0.0
2019-07-24,Nagpur,4.392688751220703
2019-07-25,Nagpur,0.0
2019-07-26,Nagpur,78.48660278320312
2019-07-27,Nagpur,18.114368438720703
2019-07-28,Nagpur,9.850717544555664
2019-07-29,Nagpur,18.058849334716797
2019-07-30,Nagpur,14.112496376037598
2019-07-31,Nagpur,50.64235305786133
2019-08-01,Nagpur,7.513417720794678
2019-08-02,Nagpur,5.762609004974365
2019-08-03,Nagpur,19.6613712310791
2019-08-04,Nagpur,6.134814739227295
2019-08-05,Nagpur,7.101076602935791
2019-08-06,Nagpur,19.112789154052734
2019-08-07,Nagpur,18.897891998291016
2019-08-08,Nagpur,3.5860180854797363
2019-08-09,Nagpur,59.892822265625
2019-08-10,Nagpur,2.2051172256469727
2019-08-11,Nagpur,7.051027297973633
2019-08-12,Nagpur,2.2672715187072754
2019-08-13,Nagpur,1.1867064237594604
2019-08-14,Nagpur,9.82235336303711
2019-08-15,Nagpur,6.367299556732178
2019-08-16,Nagpur,0.0
2019-08-17,Nagpur,0.0
2019-08-18,Nagpur,0.0
2019-08-19,Nagpur,0.0
2019-08-20,Nagpur,5.731379508972168
2019-08-21,Nagpur,6.589422702789307
2019-08-22,Nagpur,2.4690287113189697
2019-08-23,Nagpur,10.326192855834961
2019-08-24,Nagpur,0.0
2019-08-25,Nagpur,11.816941261291504
2019-08-26,Nagpur,37.77918243408203
2019-08-27,Nagpur,6.713217258453369
2019-08-28,Nagpur,0.0
2019-08-29,Nagpur,0.0
2019-08-30,Nagpur,22.587053298950195
2019-08-31,Nagpur,27.657503128051758
2019-09-01,Nagpur,7.713395118713379
2019-09-02,Nagpur,0.6009039878845215
2019-09-03,Nagpur,18.202634811401367
2019-09-04,Nagpur,23.057191848754883
2019-09-05,Nagpur,30.995803833007812
2019-09-06,Nagpur,0.8524260520935059
2019-09-07,Nagpur,77.85963439941406
2019-09-08,Nagpur,12.303507804870605
2019-09-09,Nagpur,12.534368515014648
2019-09-10,Nagpur,1.3131269216537476
2019-09-11,Nagpur,7.4405364990234375
2019-09-12,Nagpur,25.74241065979004
2019-09-13,Nagpur,1.1801073551177979
2019-09-14,Nagpur,4.115819454193115
2019-09-15,Nagpur,0.0
2019-09-16,Nagpur,0.10682737082242966
2019-09-17,Nagpur,10.643646240234375
2019-09-18,Nagpur,33.45150375366211
2019-09-19,Nagpur,6.2590718269348145
2019-09-20,Nagpur,4.508517265319824
2019-09-21,Nagpur,3.8350515365600586
2019-09-22,Nagpur,20.13875389099121
2019-09-23,Nagpur,0.0
2019-09-24,Nagpur,9.539148330688477
2019-09-25,Nagpur,0.6543176770210266
2019-09-26,Nagpur,21.75411033630371
2019-09-27,Nagpur,10.013503074645996
2019-09-28,Nagpur,15.214547157287598
2019-09-29,Nagpur,25.21253776550293
2019-09-30,Nagpur,15.213189125061035
2019-10-01,Nagpur,5.7104949951171875
2019-10-02,Nagpur,13.154146194458008
2019-10-03,Nagpur,0.0
2019-10-04,Nagpur,0.12018078565597534
2019-10-05,Nagpur,0.0
2019-10-06,Nagpur,0.0
2019-10-07,Nagpur,0.0
2019-10-08,Nagpur,0.0
2019-10-09,Nagpur,0.0
2019-10-10,Nagpur,0.0
2019-10-11,Nagpur,0.0
2019-10-12,Nagpur,0.0
2019-10-13,Nagpur,0.0
2019-10-14,Nagpur,0.0
2019-10-15,Nagpur,0.0
2019-10-16,Nagpur,0.0
2019-10-17,Nagpur,0.0
2019-10-18,Nagpur,0.0
2019-10-19,Nagpur,0.6298566460609436
2019-10-20,Nagpur,5.526086807250977
2019-10-21,Nagpur,0.0
2019-10-22,Nagpur,0.4187195897102356
2019-10-23,Nagpur,0.0
2019-10-24,Nagpur,0.0
2019-10-25,Nagpur,0.0
2019-10-26,Nagpur,0.0
2019-10-27,Nagpur,13.89545726776123
2019-10-28,Nagpur,16.31179428100586
2019-10-29,Nagpur,0.0
2019-10-30,Nagpur,0.0
2019-10-31,Nagpur,0.0
2019-11-01,Nagpur,0.7347522377967834
2019-11-02,Nagpur,0.5497360825538635
2019-11-03,Nagpur,0.0
2019-11-04,Nagpur,0.0
2019-11-05,Nagpur,0.0
2019-11-06,Nagpur,0.0
2019-11-07,Nagpur,0.0
2019-11-08,Nagpur,0.0
2019-11-09,Nagpur,0.0
2019-11-10,Nagpur,0.0
2019-11-11,Nagpur,0.0
2019-11-12,Nagpur,0.0
2019-11-13,Nagpur,0.0
2019-11-14,Nagpur,0.0
2019-11-15,Nagpur,0.0
2019-11-16,Nagpur,0.0
2019-11-17,Nagpur,0.0
2019-11-18,Nagpur,0.0
2019-11-19,Nagpur,0.0
2019-11-20,Nagpur,0.0
2019-11-21,Nagpur,0.0
2019-11-22,Nagpur,0.0
2019-11-23,Nagpur,0.0
2019-11-24,Nagpur,0.0
2019-11-25,Nagpur,0.0
2019-11-26,Nagpur,0.0
2019-11-27,Nagpur,0.0
2019-11-28,Nagpur,0.0
2019-11-29,Nagpur,0.0
2019-11-30,Nagpur,0.0
2019-12-01,Nagpur,0.0
2019-12-02,Nagpur,0.0
2019-12-03,Nagpur,0.0
2019-12-04,Nagpur,0.0
2019-12-05,Nagpur,0.0
2019-12-06,Nagpur,0.0
2019-12-07,Nagpur,0.0
2019-12-08,Nagpur,0.0
2019-12-09,Nagpur,0.0
2019-12-10,Nagpur,0.0
2019-12-11,Nagpur,0.0
2019-12-12,Nagpur,0.0
2019-12-13,Nagpur,0.0
2019-12-14,Nagpur,0.0
2019-12-15,Nagpur,0.0
2019-12-16,Nagpur,4.245588779449463
2019-12-17,Nagpur,0.0
2019-12-18,Nagpur,0.0
2019-12-19,Nagpur,0.0
2019-12-20,Nagpur,0.0
2019-12-21,Nagpur,0.0
2019-12-22,Nagpur,0.0
2019-12-23,Nagpur,0.0
2019-12-24,Nagpur,0.0
2019-12-25,Nagpur,0.0
2019-12-26,Nagpur,7.083258152008057
2019-12-27,Nagpur,0.0
2019-12-28,Nagpur,0.0
2019-12-29,Nagpur,0.0
2019-12-30,Nagpur,0.0
2019-12-31,Nagpur,0.13353422284126282
2020-01-01,Nagpur,7.163243293762207
2020-01-02,Nagpur,5.9455413818359375
2020-01-03,Nagpur,17.61345863342285
2020-01-04,Nagpur,0.0
2020-01-05,Nagpur,0.0
2020-01-06,Nagpur,0.0
2020-01-07,Nagpur,0.0
2020-01-08,Nagpur,0.49673137068748474
2020-01-09,Nagpur,0.9747997522354126
2020-01-10,Nagpur,0.0
2020-01-11,Nagpur,0.0
2020-01-12,Nagpur,0.0
2020-01-13,Nagpur,0.0
2020-01-14,Nagpur,0.0
2020-01-15,Nagpur,0.0
2020-01-16,Nagpur,0.0
2020-01-17,Nagpur,0.0
2020-01-18,Nagpur,0.0
2020-01-19,Nagpur,0.0
2020-01-20,Nagpur,0.0
2020-01-21,Nagpur,0.0
2020-01-22,Nagpur,0.0
2020-01-23,Nagpur,0.0
2020-01-24,Nagpur,0.0
2020-01-25,Nagpur,0.0
2020-01-26,Nagpur,0.0
2020-01-27,Nagpur,0.0
2020-01-28,Nagpur,0.0
2020-01-29,Nagpur,0.0
2020-01-30,Nagpur,0.0
2020-01-31,Nagpur,0.0
2020-02-01,Nagpur,0.0
2020-02-02,Nagpur,0.0
2020-02-03,Nagpur,0.0
2020-02-04,Nagpur,0.0
2020-02-05,Nagpur,0.0
2020-02-06,Nagpur,0.7611450552940369
2020-02-07,Nagpur,11.809165000915527
2020-02-08,Nagpur,0.0
2020-02-09,Nagpur,0.0
2020-02-10,Nagpur,0.0
2020-02-11,Nagpur,0.0
2020-02-12,Nagpur,0.0
2020-02-13,Nagpur,0.0
2020-02-14,Nagpur,0.0
2020-02-15,Nagpur,0.0
2020-02-16,Nagpur,0.0
2020-02-17,Nagpur,0.0
2020-02-18,Nagpur,0.0
2020-02-19,Nagpur,0.0
2020-02-20,Nagpur,0.0
2020-02-21,Nagpur,0.0
2020-02-22,Nagpur,0.0
2020-02-23,Nagpur,0.0
2020-02-24,Nagpur,0.0
2020-02-25,Nagpur,0.0
2020-02-26,Nagpur,0.0
2020-02-27,Nagpur,0.0
2020-02-28,Nagpur,0.0
2020-02-29,Nagpur,0.0
2020-03-01,Nagpur,0.0
2020-03-02,Nagpur,0.0
2020-03-03,Nagpur,0.0
2020-03-04,Nagpur,0.0
2020-03-05,Nagpur,0.0
2020-03-06,Nagpur,0.0
2020-03-07,Nagpur,0.0
2020-03-08,Nagpur,0.0
2020-03-09,Nagpur,0.0
2020-03-10,Nagpur,2.00972318649292
2020-03-11,Nagpur,2.1552586555480957
2020-03-12,Nagpur,0.0
2020-03-13,Nagpur,0.0
2020-03-14,Nagpur,0.0
2020-03-15,Nagpur,0.0
2020-03-16,Nagpur,0.0
2020-03-17,Nagpur,0.0
2020-03-18,Nagpur,7.973957061767578
2020-03-19,Nagpur,0.8246041536331177
2020-03-20,Nagpur,0.0
2020-03-21,Nagpur,1.0668014287948608
2020-03-22,Nagpur,0.0
2020-03-23,Nagpur,0.0
2020-03-24,Nagpur,0.0
2020-03-25,Nagpur,0.0
2020-03-26,Nagpur,10.993531227111816
2020-03-27,Nagpur,0.0
2020-03-28,Nagpur,0.0
2020-03-29,Nagpur,0.0
2020-03-30,Nagpur,14.078906059265137
2020-03-31,Nagpur,0.0
2020-04-01,Nagpur,0.0
2020-04-02,Nagpur,0.0
2020-04-03,Nagpur,0.0
2020-04-04,Nagpur,0.0
2020-04-05,Nagpur,11.09906005859375
2020-04-06,Nagpur,0.0
2020-04-07,Nagpur,0.0
2020-04-08,Nagpur,0.0
2020-04-09,Nagpur,0.0
2020-04-10,Nagpur,0.0
2020-04-11,Nagpur,0.0
2020-04-12,Nagpur,0.0
2020-04-13,Nagpur,0.0
2020-04-14,Nagpur,0.0
2020-04-15,Nagpur,0.0
2020-04-16,Nagpur,2.9104814529418945
2020-04-17,Nagpur,0.0
2020-04-18,Nagpur,0.0
2020-04-19,Nagpur,0.20030133426189423
2020-04-20,Nagpur,0.0
2020-04-21,Nagpur,0.0
2020-04-22,Nagpur,0.0
2020-04-23,Nagpur,0.0
2020-04-24,Nagpur,0.0
2020-04-25,Nagpur,0.0
2020-04-26,Nagpur,0.0
2020-04-27,Nagpur,0.0
2020-04-28,Nagpur,2.4155654907226562
2020-04-29,Nagpur,3.1358888149261475
2020-04-30,Nagpur,0.16024106740951538
2020-05-01,Nagpur,0.0
2020-05-02,Nagpur,0.13353422284126282
2020-05-03,Nagpur,0.0
2020-05-04,Nagpur,0.0
2020-05-05,Nagpur,0.0
2020-05-06,Nagpur,0.0
2020-05-07,Nagpur,0.0
2020-05-08,Nagpur,0.0
2020-05-09,Nagpur,0.0
2020-05-10,Nagpur,0.0
2020-05-11,Nagpur,0.0
2020-05-12,Nagpur,0.0
2020-05-13,Nagpur,0.2270081788301468
2020-05-14,Nagpur,13.590140342712402
2020-05-15,Nagpur,0.0
2020-05-16,Nagpur,0.0
2020-05-17,Nagpur,2.0271337032318115
2020-05-18,Nagpur,0.0
2020-05-19,Nagpur,0.0
2020-05-20,Nagpur,0.0
2020-05-21,Nagpur,0.0
2020-05-22,Nagpur,0.0
2020-05-23,Nagpur,0.0
2020-05-24,Nagpur,0.0
2020-05-25,Nagpur,0.0
2020-05-26,Nagpur,0.0
2020-05-27,Nagpur,0.0
2020-05-28,Nagpur,0.0
2020-05-29,Nagpur,0.0
2020-05-30,Nagpur,0.0
2020-05-31,Nagpur,0.6543176770210266
2020-06-01,Nagpur,7.121271133422852
2020-06-02,Nagpur,1.2151614427566528
2020-06-03,Nagpur,11.015483856201172
2020-06-04,Nagpur,11.582830429077148
2020-06-05,Nagpur,0.27454304695129395
2020-06-06,Nagpur,9.280409812927246
2020-06-07,Nagpur,3.362987756729126
2020-06-08,Nagpur,0.0
2020-06-09,Nagpur,0.0
2020-06-10,Nagpur,1.8091284036636353
2020-06-11,Nagpur,0.0
2020-06-12,Nagpur,2.7589454650878906
2020-06-13,Nagpur,17.537446975708008
2020-06-14,Nagpur,6.229154109954834
2020-06-15,Nagpur,14.948284149169922
2020-06-16,Nagpur,27.345623016357422
2020-06-17,Nagpur,28.985994338989258
2020-06-18,Nagpur,4.66638708114624
2020-06-19,Nagpur,10.652280807495117
2020-06-20,Nagpur,1.7198214530944824
2020-06-21,Nagpur,0.0
2020-06-22,Nagpur,0.24351628124713898
2020-06-23,Nagpur,13.511016845703125
2020-06-24,Nagpur,2.0620627403259277
2020-06-25,Nagpur,34.979244232177734
2020-06-26,Nagpur,0.364142507314682
2020-06-27,Nagpur,12.052993774414062
2020-06-28,Nagpur,0.0
2020-06-29,Nagpur,4.9453816413879395
2020-06-30,Nagpur,1.0719853639602661
2020-07-01,Nagpur,42.425968170166016
2020-07-02,Nagpur,0.6039946675300598
2020-07-03,Nagpur,23.82016944885254
2020-07-04,Nagpur,27.8923397064209
2020-07-05,Nagpur,3.784687042236328
2020-07-06,Nagpur,31.982519149780273
2020-07-07,Nagpur,20.55186653137207
2020-07-08,Nagpur,0.0
2020-07-09,Nagpur,0.9738317131996155
2020-07-10,Nagpur,2.998516082763672
2020-07-11,Nagpur,4.821315288543701
2020-07-12,Nagpur,0.0
2020-07-13,Nagpur,4.340859889984131
2020-07-14,Nagpur,5.366939067840576
2020-07-15,Nagpur,48.00990295410156
2020-07-16,Nagpur,7.08151388168335
2020-07-17,Nagpur,10.303140640258789
2020-07-18,Nagpur,0.0
2020-07-19,Nagpur,0.38471677899360657
2020-07-20,Nagpur,22.494491577148438
2020-07-21,Nagpur,9.743348121643066
2020-07-22,Nagpur,17.560022354125977
2020-07-23,Nagpur,4.0460710525512695
2020-07-24,Nagpur,24.649978637695312
2020-07-25,Nagpur,3.8436026573181152
2020-07-26,Nagpur,0.16939501464366913
2020-07-27,Nagpur,0.7971174120903015
2020-07-28,Nagpur,0.0
2020-07-29,Nagpur,3.7516133785247803
2020-07-30,Nagpur,0.0
2020-07-31,Nagpur,0.0
2020-08-01,Nagpur,0.0
2020-08-02,Nagpur,6.100832462310791
2020-08-03,Nagpur,52.077205657958984
2020-08-04,Nagpur,29.020694732666016
2020-08-05,Nagpur,9.89093017578125
2020-08-06,Nagpur,49.46573257446289
2020-08-07,Nagpur,3.4591941833496094
2020-08-08,Nagpur,27.1101016998291
2020-08-09,Nagpur,1.625950574874878
2020-08-10,Nagpur,31.75669288635254
2020-08-11,Nagpur,15.332015037536621
2020-08-12,Nagpur,0.0
2020-08-13,Nagpur,17.347078323364258
2020-08-14,Nagpur,44.091983795166016
2020-08-15,Nagpur,3.8281264305114746
2020-08-16,Nagpur,2.656433343887329
2020-08-17,Nagpur,2.329819679260254
2020-08-18,Nagpur,0.8310028314590454
2020-08-19,Nagpur,0.3689119517803192
2020-08-20,Nagpur,2.2461211681365967
2020-08-21,Nagpur,14.527721405029297
2020-08-22,Nagpur,11.446171760559082
2020-08-23,Nagpur,14.628533363342285
2020-08-24,Nagpur,2.6109619140625
2020-08-25,Nagpur,0.13743402063846588
2020-08-26,Nagpur,0.7421436905860901
2020-08-27,Nagpur,0.3850216269493103
2020-08-28,Nagpur,14.409786224365234
2020-08-29,Nagpur,86.447021484375
2020-08-30,Nagpur,8.22339916229248
2020-08-31,Nagpur,2.3903355598449707
2020-09-01,Nagpur,0.0
2020-09-02,Nagpur,0.0
2020-09-03,Nagpur,1.8458926677703857
2020-09-04,Nagpur,1.0434585809707642
2020-09-05,Nagpur,6.142573833465576
2020-09-06,Nagpur,2.7364609241485596
2020-09-07,Nagpur,0.686845064163208
2020-09-08,Nagpur,1.5409150123596191
2020-09-09,Nagpur,0.0
2020-09-10,Nagpur,0.0
2020-09-11,Nagpur,16.666542053222656
2020-09-12,Nagpur,4.4723663330078125
2020-09-13,Nagpur,0.0
2020-09-14,Nagpur,0.0
2020-09-15,Nagpur,0.0
2020-09-16,Nagpur,0.16910700500011444
2020-09-17,Nagpur,0.0
2020-09-18,Nagpur,0.0
2020-09-19,Nagpur,1.132084846496582
2020-09-20,Nagpur,7.890163898468018
2020-09-21,Nagpur,11.586153030395508
2020-09-22,Nagpur,18.17777442932129
2020-09-23,Nagpur,18.74555778503418
2020-09-24,Nagpur,10.675751686096191
2020-09-25,Nagpur,0.0
2020-09-26,Nagpur,0.0
2020-09-27,Nagpur,4.420854091644287
2020-09-28,Nagpur,0.0
2020-09-29,Nagpur,4.80255651473999
2020-09-30,Nagpur,1.9495995044708252
2020-10-01,Nagpur,0.164920836687088
2020-10-02,Nagpur,0.0
2020-10-03,Nagpur,0.0
2020-10-04,Nagpur,0.0
2020-10-05,Nagpur,0.0
2020-10-06,Nagpur,0.0
2020-10-07,Nagpur,1.898597002029419
2020-10-08,Nagpur,28.50375747680664
2020-10-09,Nagpur,3.3275086879730225
2020-10-10,Nagpur,1.4544976949691772
2020-10-11,Nagpur,1.2369061708450317
2020-10-12,Nagpur,4.9522504806518555
2020-10-13,Nagpur,0.0
2020-10-14,Nagpur,0.0
2020-10-15,Nagpur,0.0
2020-10-16,Nagpur,0.26461246609687805
2020-10-17,Nagpur,2.7641584873199463
2020-10-18,Nagpur,0.13743402063846588
2020-10-19,Nagpur,0.0
2020-10-20,Nagpur,0.0
2020-10-21,Nagpur,0.0
2020-10-22,Nagpur,0.0
2020-10-23,Nagpur,0.0
2020-10-24,Nagpur,0.0
2020-10-25,Nagpur,0.0
2020-10-26,Nagpur,0.0
2020-10-27,Nagpur,0.10994721949100494
2020-10-28,Nagpur,0.0
2020-10-29,Nagpur,0.0
2020-10-30,Nagpur,0.0
2020-10-31,Nagpur,0.0
2020-11-01,Nagpur,0.0
2020-11-02,Nagpur,0.0
2020-11-03,Nagpur,0.0
2020-11-04,Nagpur,0.0
2020-11-05,Nagpur,0.0
2020-11-06,Nagpur,0.0
2020-11-07,Nagpur,0.0
2020-11-08,Nagpur,0.0
2020-11-09,Nagpur,0.0
2020-11-10,Nagpur,0.0
2020-11-11,Nagpur,0.0
2020-11-12,Nagpur,0.0
2020-11-13,Nagpur,0.0
2020-11-14,Nagpur,0.0
2020-11-15,Nagpur,0.0
2020-11-16,Nagpur,0.0
2020-11-17,Nagpur,0.0
2020-11-18,Nagpur,0.0
2020-11-19,Nagpur,0.0
2020-11-20,Nagpur,4.899543762207031
2020-11-21,Nagpur,1.284897804260254
2020-11-22,Nagpur,0.0
2020-11-23,Nagpur,0.0
2020-11-24,Nagpur,0.0
2020-11-25,Nagpur,0.0
2020-11-26,Nagpur,0.0
2020-11-27,Nagpur,0.0
2020-11-28,Nagpur,0.0
2020-11-29,Nagpur,0.0
2020-11-30,Nagpur,0.0
2020-12-01,Nagpur,0.0
2020-12-02,Nagpur,0.0
2020-12-03,Nagpur,0.0
2020-12-04,Nagpur,0.0
2020-12-05,Nagpur,0.0
2020-12-06,Nagpur,0.0
2020-12-07,Nagpur,0.0
2020-12-08,Nagpur,0.0
2020-12-09,Nagpur,0.0
2020-12-10,Nagpur,0.0
2020-12-11,Nagpur,0.0
2020-12-12,Nagpur,0.0
2020-12-13,Nagpur,0.0
2020-12-14,Nagpur,0.14191173017024994
2020-12-15,Nagpur,0.13353422284126282
2020-12-16,Nagpur,0.0
2020-12-17,Nagpur,0.0
2020-12-18,Nagpur,0.0
2020-12-19,Nagpur,0.0
2020-12-20,Nagpur,0.0
2020-12-21,Nagpur,0.0
2020-12-22,Nagpur,0.0
2020-12-23,Nagpur,0.0
2020-12-24,Nagpur,0.0
2020-12-25,Nagpur,0.0
2020-12-26,Nagpur,0.0
2020-12-27,Nagpur,0.0
2020-12-28,Nagpur,0.0
2020-12-29,Nagpur,0.0
2020-12-30,Nagpur,0.0
2020-12-31,Nagpur,0.0
2021-01-01,Nagpur,0.0
2021-01-02,Nagpur,0.0
2021-01-03,Nagpur,0.0
2021-01-04,Nagpur,0.0
2021-01-05,Nagpur,0.0
2021-01-06,Nagpur,0.0
2021-01-07,Nagpur,0.0
2021-01-08,Nagpur,0.0
2021-01-09,Nagpur,0.0
2021-01-10,Nagpur,0.0
2021-01-11,Nagpur,0.0
2021-01-12,Nagpur,0.0
2021-01-13,Nagpur,0.0
2021-01-14,Nagpur,0.0
2021-01-15,Nagpur,0.0
2021-01-16,Nagpur,0.0
2021-01-17,Nagpur,0.0
2021-01-18,Nagpur,0.0
2021-01-19,Nagpur,0.0
2021-01-20,Nagpur,0.0
2021-01-21,Nagpur,0.0
2021-01-22,Nagpur,0.0
2021-01-23,Nagpur,0.0
2021-01-24,Nagpur,0.0
2021-01-25,Nagpur,0.0
2021-01-26,Nagpur,0.0
2021-01-27,Nagpur,0.0
2021-01-28,Nagpur,0.0
2021-01-29,Nagpur,4.310152530670166
